,CellLine,Drug,ec50UM,ic50UM,aMax,actArea
14133,MESSA_SOFT_TISSUE,PHA-665752,-1,8,1.644732,0
15189,MESSA_SOFT_TISSUE,PLX4720,-1,8,0.651363,0.0202
499,MELHO_SKIN,AZD6244,0.08076464,0.10809873,-83.268806,3.391
6221,MELHO_SKIN,Irinotecan,0.29304573,0.28256533,-95.109718,3.5391
12154,MELHO_SKIN,PD-0325901,0.01371949,0.01382275,-81.582924,5.1399
16184,MELHO_SKIN,PLX4720,0.25853974,0.31297621,-79.066025,2.9418
17214,MELHO_SKIN,Paclitaxel,0.00258155,0.01363526,-58.948826,4.24
18200,MELHO_SKIN,Panobinostat,0.03117392,0.03163812,-96.731812,5.0633
7156,MELHO_SKIN,L-685458,-1,8,-1.076517,0.1198
11177,MELHO_SKIN,Nutlin-3,-1,8,0.591288,0.2398
13134,MELHO_SKIN,PD-0332991 ,-1,8,0.298186,0.2735
15187,MELHO_SKIN,PHA-665752,-1,8,9.503418,0.0167
2202,MELHO_SKIN,AEW541,8.03755454,5.16822386,-98.960602,1.3099
2292,MELHO_SKIN,TKI258,8.88467804,5.80298472,-92.259735,0.9921
23146,MELHO_SKIN,Topotecan,1.02370155,1.0030309,-91.519302,2.6133
2443,MELHO_SKIN,ZD-6474,7.59290171,5.16687441,-92.210892,1.7294
5144,MELHO_SKIN,Erlotinib,8.06791575,8,-10.182239,0.49
8158,MELHO_SKIN,LBW242,8.70742033,8,-30.985458,0.4954
6220,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.48078182,0.49985793,-93.537735,2.651
10112,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,0.06700639,0.06926907,-96.841675,4.4689
12155,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,0.2752972,0.27627721,-90.913109,3.3323
17213,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.06689096,0.06845769,-75.609856,4.1212
18199,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.05895122,0.06251536,-95.989731,4.4477
23140,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.75033826,0.57686216,-99.41629,2.9957
14130,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,3.06328058,2.577986,-96.291016,1.5732
2442,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ZD-6474,1.5442586,1.56895185,-94.266891,2.3796
7157,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,8,1.644983,0.2157
8157,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-0.383703,0.1807
13135,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0332991 ,-1,8,5.38719,0.1798
15188,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,2.91579127,8,-20.33313,0.2072
20123,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,-6.028267,0.1151
21106,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,8,3.181218,0.1
11006,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.27168077,0.43508676,-73.745506,2.8608
6219,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.0585452,0.07599448,-90.658806,4.3888
17203,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.01957186,0.02044052,-79.612732,4.882
18198,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01984989,0.017749,-95.131393,5.892
21104,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,0.88469607,-66.850517,1.8072
23145,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.02338508,0.05813492,-90.5429,4.2652
7155,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,3.28628302,3.4290812,-93.455322,1.3348
15186,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,8.6325076,5.55935574,-75.4786,1.2391
8156,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,8.103667,0.3931
9123,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,8.879509,0.5553
11178,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-20.720551,0.6171
14129,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,8.00398336,6.41155052,-58.978695,1.1515
16182,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,-6.953173,0.7567
20122,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,8.3995341,7.48098373,-66.913666,1.2061
11004,MDAMB468_BREAST,17-AAG,0.26580006,0.36703026,-58.309071,2.575
6218,MDAMB468_BREAST,Irinotecan,0.15765813,0.16409414,-93.249084,3.8767
7154,MDAMB468_BREAST,L-685458,-1,0.51071208,-80.238007,1.5567
18197,MDAMB468_BREAST,Panobinostat,0.22041865,0.28273901,-95.920677,3.384
2290,MDAMB468_BREAST,TKI258,-1,1.00469337,-71.709305,1.6093
23144,MDAMB468_BREAST,Topotecan,0.1677544,0.19556092,-96.05217,3.7305
2201,MDAMB468_BREAST,AEW541,9.0551808,2.82338071,-82.108353,1.9311
9122,MDAMB468_BREAST,Lapatinib,2.07880187,2.31255865,-87.662163,1.4168
21103,MDAMB468_BREAST,TAE684,2.46080589,2.78756738,-82.969193,1.4916
8155,MDAMB468_BREAST,LBW242,-1,8,-6.385571,0.8595
10113,MDAMB468_BREAST,Nilotinib,3.19590426,4.32246304,-63.027061,0.6117
13133,MDAMB468_BREAST,PD-0332991 ,-1,8,-9.091706,0.903
15185,MDAMB468_BREAST,PHA-665752,-1,5.09088579,-53.233967,0.868
16181,MDAMB468_BREAST,PLX4720,-1,8,5.629932,0.1516
20121,MDAMB468_BREAST,Sorafenib,-1,2.42419978,-62.9604,0.8336
11002,MDAMB453_BREAST,17-AAG,0.01410364,0.01553048,-96.459564,5.5367
6217,MDAMB453_BREAST,Irinotecan,0.14448217,0.11104588,-101.002953,3.9137
17211,MDAMB453_BREAST,Paclitaxel,-1,0.00254261,-80.166367,5.5396
18196,MDAMB453_BREAST,Panobinostat,0.01143465,0.01058888,-99.119667,5.7776
21101,MDAMB453_BREAST,TAE684,-1,0.2747899,-70.057098,1.0628
23143,MDAMB453_BREAST,Topotecan,0.20147899,0.21768211,-95.002998,3.126
5143,MDAMB453_BREAST,Erlotinib,-1,8,-3.528245,0.1473
7151,MDAMB453_BREAST,L-685458,-1,8,1.198337,0.1205
11175,MDAMB453_BREAST,Nutlin-3,-1,8,4.837156,0
15183,MDAMB453_BREAST,PHA-665752,-1,8,1.536154,0.0465
19120,MDAMB453_BREAST,RAF265,4.4094944,2.7318213,-80.555679,1.3141
20120,MDAMB453_BREAST,Sorafenib,3.99428225,4.25500059,-87.471893,0.8147
383,MDAMB453_BREAST,AZD0530,3.10379481,8,-25.554871,0.1335
497,MDAMB453_BREAST,AZD6244,5.35342884,8,-13.83815,0
16180,MDAMB453_BREAST,PLX4720,8.4588341,8,-24.041882,0.1361
16177,MDAMB436_BREAST,Paclitaxel,0.01408606,0.01669787,-75.295326,4.6231
17210,MDAMB436_BREAST,Panobinostat,0.07967311,0.14509998,-75.621552,3.1806
18195,MDAMB436_BREAST,RAF265,2.27117825,2.56814385,-71.446541,1.4521
20118,MDAMB436_BREAST,TAE684,3.29358769,3.29983521,-68.232323,1.8553
2288,MDAMB436_BREAST,Topotecan,0.24394336,0.78094697,-67.063049,2.5255
6216,MDAMB436_BREAST,L-685458,0.00313041,8,3.551476,0.0664
8154,MDAMB436_BREAST,Lapatinib,4.34430552,8,-13.394959,0.2457
14128,MDAMB436_BREAST,PHA-665752,-1,8,-1.57363,0.2029
15184,MDAMB436_BREAST,PLX4720,-1,8,1.77178,0.077
19118,MDAMB436_BREAST,Sorafenib,-1,8,7.319076,0.2087
11003,MDAMB435S_SKIN,17-AAG,0.05027026,0.07622716,-58.066265,2.9144
6213,MDAMB435S_SKIN,Irinotecan,0.31721032,0.39255142,-86.532227,3.0189
12152,MDAMB435S_SKIN,PD-0325901,6.78340409,0.02707746,-74.218475,4.4123
17208,MDAMB435S_SKIN,Paclitaxel,0.00286941,0.00319568,-97.19278,7.026
18194,MDAMB435S_SKIN,Panobinostat,0.049859,0.05799309,-93.842674,4.4665
23142,MDAMB435S_SKIN,Topotecan,0.23391876,0.25271836,-93.419609,3.6949
382,MDAMB435S_SKIN,AZD0530,-1,8,-8.246978,0.9781
5141,MDAMB435S_SKIN,Erlotinib,-1,8,0.309809,0.2052
7153,MDAMB435S_SKIN,L-685458,-1,8,0.286814,0.3488
8151,MDAMB435S_SKIN,LBW242,-1,8,0.958279,0.3143
2441,MDAMB435S_SKIN,ZD-6474,-1,8,-10.366738,1.1044
21102,MDAMB435S_SKIN,TAE684,0.58889288,1.02663255,-67.731094,2.255
9121,MDAMB435S_SKIN,Lapatinib,3.91527605,8,-27.802961,0.5271
15182,MDAMB435S_SKIN,PHA-665752,7.92262602,8,-43.134235,0.4811
2289,MDAMB435S_SKIN,TKI258,3.81858683,8,-39.716995,0.4622
1909,BFTC909_KIDNEY,17-AAG,0.08123876,0.10465267,-72.310326,3.6219
16179,BFTC909_KIDNEY,Paclitaxel,0.01161005,0.01221449,-78.186798,5.1868
17209,BFTC909_KIDNEY,Panobinostat,0.07687803,0.08415782,-96.483139,4.0883
20119,BFTC909_KIDNEY,TKI258,8.55872231,6.79226637,-54.786354,1.2289
2199,BFTC909_KIDNEY,Topotecan,0.25400895,0.28148657,-92.199318,3.1375
19117,BFTC909_KIDNEY,TAE684,8.00600253,7.22904873,-67.071007,0.6489
5142,BFTC909_KIDNEY,Erlotinib,-1,8,-0.55769,0.0418
6214,BFTC909_KIDNEY,L-685458,9.26607433,8,-16.086758,0.1492
9120,BFTC909_KIDNEY,Nilotinib,-1,8,1.431145,0.0024
10111,BFTC909_KIDNEY,Nutlin-3,-1,8,4.02445,0.0186
15181,BFTC909_KIDNEY,PLX4720,-1,8,0.588977,0.1107
11001,MDAMB415_BREAST,17-AAG,0.0206032,0.01840738,-82.086845,3.8425
9118,MDAMB415_BREAST,Nilotinib,8.21079263,3.9747026,-88.935539,0.9927
17207,MDAMB415_BREAST,Panobinostat,0.05765192,0.05192795,-127.842072,4.546
18193,MDAMB415_BREAST,RAF265,-1,1.78417204,-59.554485,1.4923
2284,MDAMB415_BREAST,Topotecan,-1,1.83309726,-65.435463,1.0161
21100,MDAMB415_BREAST,TKI258,9.16040891,5.36850548,-86.481873,1.1061
5140,MDAMB415_BREAST,Erlotinib,-1,8,4.483169,0.0348
6212,MDAMB415_BREAST,L-685458,-1,8,6.56501,0.0438
14127,MDAMB415_BREAST,PHA-665752,-1,8,0.583533,0
15180,MDAMB415_BREAST,PLX4720,-1,8,-21.621746,0.0588
23141,MDAMB415_BREAST,ZD-6474,-1,8,-6.271793,0.0935
11000,MDAMB175VII_BREAST,17-AAG,0.01760452,0.03282734,-63.181686,3.1627
5138,MDAMB175VII_BREAST,Erlotinib,1.85756934,2.39102078,-77.708,1.1964
8153,MDAMB175VII_BREAST,Lapatinib,0.40231982,0.46874091,-95.939209,2.3603
17206,MDAMB175VII_BREAST,Panobinostat,0.10750622,0.09341449,-97.840881,3.7079
2287,MDAMB175VII_BREAST,Topotecan,8.54265306,1.67128182,-84.33403,1.9513
381,MDAMB175VII_BREAST,AZD0530,2.21779585,2.40827251,-85.54084,1.7853
6211,MDAMB175VII_BREAST,L-685458,-1,8,4.410695,0.0212
10110,MDAMB175VII_BREAST,Nutlin-3,-1,8,0.675206,0.1267
14126,MDAMB175VII_BREAST,PHA-665752,-1,8,-0.375861,0.1795
19116,MDAMB175VII_BREAST,Sorafenib,-1,8,9.457919,0.0746
23139,MDAMB175VII_BREAST,ZD-6474,3.08095574,8,-28.174236,0.1716
17205,MDAMB157_BREAST,Panobinostat,0.07761701,0.08561041,-96.515297,4.2399
20114,MDAMB157_BREAST,TAE684,-1,0.91388662,-67.692093,1.1916
2197,MDAMB157_BREAST,TKI258,2.59787202,3.12782121,-72.374878,1.4616
2286,MDAMB157_BREAST,Topotecan,0.1798984,0.21904402,-81.444008,3.6195
16178,MDAMB157_BREAST,Paclitaxel,0.00667528,8,-49.857761,3.8675
5139,MDAMB157_BREAST,Erlotinib,-1,8,6.505259,0.2684
8152,MDAMB157_BREAST,Lapatinib,-1,8,7.157626,0.1138
12153,MDAMB157_BREAST,PD-0332991 ,-1,8,8.828674,0.1157
14125,MDAMB157_BREAST,PHA-665752,-1,8,6.951116,0.0149
15179,MDAMB157_BREAST,PLX4720,-1,8,5.857423,0.0486
1908,MCF7_BREAST,17-AAG,-1,0.01876104,-88.480469,2.2316
6207,MCF7_BREAST,Irinotecan,0.42063716,0.40210936,-111.435745,1.7724
14123,MCF7_BREAST,PF2341066,-1,0.12259167,-98.152138,0.502
20117,MCF7_BREAST,TAE684,0.36156443,0.32389349,-114.182037,1.5781
2285,MCF7_BREAST,Topotecan,0.39218539,0.70059508,-65.784523,0.9251
2200,MCF7_BREAST,AEW541,1.0597322,0.71605659,-143.366989,1.7882
17204,MCF7_BREAST,Paclitaxel,0.01815398,8,-98.355804,3.7399
380,MCF7_BREAST,AZD0530,-1,8,7.028293,0.0346
7152,MCF7_BREAST,L-685458,-1,8,13.498247,0.029
15178,MCF7_BREAST,PHA-665752,-1,8,1.057473,0
18191,MCF7_BREAST,RAF265,-1,2.53164601,-0.85728,0.0151
19115,MCF7_BREAST,Sorafenib,-1,8,13.852578,0
1905,MCAS_OVARY,17-AAG,0.06604133,0.07297306,-75.858292,3.6897
6210,MCAS_OVARY,Irinotecan,0.53731358,0.8140443,-79.382263,2.8648
12151,MCAS_OVARY,PD-0325901,0.3798188,0.94524008,-73.280769,2.0873
17198,MCAS_OVARY,Paclitaxel,0.00713001,0.00657595,-92.771751,6.4269
18183,MCAS_OVARY,Panobinostat,0.07405607,0.07979289,-97.039963,4.1673
23133,MCAS_OVARY,Topotecan,0.58630121,0.59492451,-87.469559,2.5156
2198,MCAS_OVARY,TAE684,2.9184823,3.33510089,-74.645248,1.0451
5137,MCAS_OVARY,Erlotinib,-1,8,-2.618793,0.0546
7150,MCAS_OVARY,L-685458,-1,8,1.038311,0.0349
11176,MCAS_OVARY,Nutlin-3,-1,8,-2.54067,0
13132,MCAS_OVARY,PD-0332991 ,-1,8,0.146893,0.0638
15177,MCAS_OVARY,PHA-665752,-1,8,-0.86428,0.0294
16176,MCAS_OVARY,PLX4720,-1,8,-0.333848,0
1907,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.76534635,0.74135292,-94.464638,3.4533
12148,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0332991 ,8.01231767,7.99748087,-50.035431,0.7225
16172,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.01268977,0.01194818,-98.836815,6.476
17202,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.10363582,0.11097426,-95.587311,3.7751
2280,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.13755557,0.12693018,-94.258461,4.4146
496,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,5.554255,0
5136,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,11.872336,5.00E-04
8150,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,2.090385,0.0505
9119,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,-1,8,10.950126,0
15176,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,-9.775401,0.0486
1906,MALME3M_SKIN,17-AAG,0.06956347,0.09072319,-78.718819,3.6466
494,MALME3M_SKIN,AZD6244,0.05247826,0.04618745,-93.934128,4.9654
12149,MALME3M_SKIN,PD-0325901,0.00632545,0.00415483,-95.146751,6.4385
16175,MALME3M_SKIN,PLX4720,0.27633429,0.28552809,-91.885544,3.0335
17201,MALME3M_SKIN,Paclitaxel,0.00686889,0.0175279,-58.535175,3.8672
18190,MALME3M_SKIN,Panobinostat,0.04336455,0.0408255,-91.97612,4.7209
378,MALME3M_SKIN,AZD0530,-1,8,-2.170226,0.1187
7148,MALME3M_SKIN,L-685458,-1,8,6.129801,0
11173,MALME3M_SKIN,Nutlin-3,-1,8,-2.314783,0.383
15174,MALME3M_SKIN,PHA-665752,-1,8,-1.705107,0.269
2196,MALME3M_SKIN,AEW541,8.71534468,2.85508895,-83.156845,1.5363
19114,MALME3M_SKIN,RAF265,0.35845342,0.38178107,-94.82193,2.8473
5135,MALME3M_SKIN,Erlotinib,7.80415535,8,-26.985435,0.2374
13131,MALME3M_SKIN,PD-0332991 ,0.71437287,8,-24.126923,0.4133
1809,LUDLU1_LUNG,17-AAG,0.04210982,0.0486961,-68.191956,3.2861
16174,LUDLU1_LUNG,Paclitaxel,5.89085806,0.00374036,-99.436928,5.9003
17200,LUDLU1_LUNG,Panobinostat,0.04001555,0.04373005,-108.591515,4.4987
20116,LUDLU1_LUNG,TAE684,0.88936228,1.13962376,-80.893768,1.7285
2283,LUDLU1_LUNG,Topotecan,0.04176004,0.05761482,-103.279251,3.9514
6209,LUDLU1_LUNG,L-685458,-1,8,-3.969771,0.1339
13130,LUDLU1_LUNG,PF2341066,8.74586056,8,-33.139587,0.5817
14124,LUDLU1_LUNG,PHA-665752,-1,8,11.678561,0.1069
15175,LUDLU1_LUNG,PLX4720,8.31421013,8,-21.290159,0.1109
19113,LUDLU1_LUNG,Sorafenib,-1,8,-5.610258,0.6557
1903,LU99_LUNG,17-AAG,0.0562665,0.05229861,-94.993988,5.2031
6206,LU99_LUNG,Irinotecan,0.03603789,0.03525101,-92.383156,4.895
12150,LU99_LUNG,PD-0325901,0.07283348,0.25371414,-68.096939,2.6236
18188,LU99_LUNG,Panobinostat,0.06584909,0.0635241,-96.36866,4.3637
19112,LU99_LUNG,RAF265,0.21412909,0.40186235,-80.438049,2.4714
23137,LU99_LUNG,Topotecan,0.0544607,0.05202776,-92.095329,4.6107
8149,LU99_LUNG,LBW242,-1,8,-3.040429,0.7001
15171,LU99_LUNG,PHA-665752,-1,8,-20.869394,0.1787
17199,LU99_LUNG,Paclitaxel,5.94479473,8,-84.654182,6.1904
2195,LU99_LUNG,TAE684,1.04240322,1.22194111,-88.179848,1.7623
379,LU99_LUNG,AZD0530,2.08811188,8,-42.350578,0.5512
7149,LU99_LUNG,L-685458,8.56759379,7.81098366,-51.469002,0.5105
10109,LU99_LUNG,Nilotinib,2.86948752,8,-45.383526,0.5356
11174,LU99_LUNG,Nutlin-3,8.54328496,8,-42.729702,0.5896
16173,LU99_LUNG,PLX4720,2.22771621,4.74439478,-51.204674,0.6577
1904,LS513_LARGE_INTESTINE,17-AAG,0.01968565,0.02909002,-93.878899,4.3214
6208,LS513_LARGE_INTESTINE,Irinotecan,0.06019225,0.218933,-84.27935,2.7359
12146,LS513_LARGE_INTESTINE,PD-0325901,6.65170396,0.03187423,-97.335144,4.8546
17196,LS513_LARGE_INTESTINE,Paclitaxel,6.89078805,0.0188246,-89.217056,4.8331
18189,LS513_LARGE_INTESTINE,Panobinostat,0.06192029,0.05382193,-97.519432,5.166
2192,LS513_LARGE_INTESTINE,TAE684,0.04414145,0.15641961,-93.119102,2.7267
495,LS513_LARGE_INTESTINE,AZD6244,0.60696495,0.43645909,-93.105904,2.6515
377,LS513_LARGE_INTESTINE,AZD0530,-1,8,2.397217,0.9041
7147,LS513_LARGE_INTESTINE,L-685458,-1,2.14979199,-69.719002,0.8321
8148,LS513_LARGE_INTESTINE,LBW242,-1,8,-8.409343,0.3439
14122,LS513_LARGE_INTESTINE,PF2341066,8.061218,7.25318718,-71.83094,0.6926
16171,LS513_LARGE_INTESTINE,PLX4720,-1,8,18.809464,0.2252
20115,LS513_LARGE_INTESTINE,Sorafenib,-1,8,-6.805297,0.9539
1902,LS411N_LARGE_INTESTINE,17-AAG,0.07861057,0.0817935,-91.196251,4.496
493,LS411N_LARGE_INTESTINE,AZD6244,0.14542429,0.1395881,-84.632797,4.2582
10107,LS411N_LARGE_INTESTINE,PD-0325901,0.00585561,0.01303635,-87.154533,4.9922
14121,LS411N_LARGE_INTESTINE,Paclitaxel,0.00321919,0.00259078,-79.176056,5.834
15173,LS411N_LARGE_INTESTINE,Panobinostat,0.03266081,0.03591569,-96.47554,4.8202
16170,LS411N_LARGE_INTESTINE,RAF265,1.68837905,1.90278995,-86.815948,1.4663
20113,LS411N_LARGE_INTESTINE,Topotecan,0.53540999,0.46733886,-91.899849,3.1476
376,LS411N_LARGE_INTESTINE,AZD0530,-1,8,0.351399,0.2772
8147,LS411N_LARGE_INTESTINE,Lapatinib,-1,8,0.17544,0.0433
9117,LS411N_LARGE_INTESTINE,Nutlin-3,-1,8,-0.5208,0.0771
11172,LS411N_LARGE_INTESTINE,PF2341066,3.49626589,8,-27.508858,0.3309
17197,LS411N_LARGE_INTESTINE,Sorafenib,-1,8,-5.355067,0.1615
1901,LS123_LARGE_INTESTINE,17-AAG,0.220571,0.34925783,-54.899517,2.3211
16169,LS123_LARGE_INTESTINE,Paclitaxel,0.07187251,0.34896284,-51.610203,2.9985
17181,LS123_LARGE_INTESTINE,Panobinostat,0.04661242,0.04720604,-98.572029,4.5721
20111,LS123_LARGE_INTESTINE,TAE684,8.8909142,5.0056963,-80.641274,1.0933
2282,LS123_LARGE_INTESTINE,Topotecan,8.64098764,4.64430475,-71.816002,1.307
2194,LS123_LARGE_INTESTINE,AEW541,9.17823067,7.6384511,-52.347771,0.8263
6205,LS123_LARGE_INTESTINE,L-685458,-1,8,5.907166,0.0929
10108,LS123_LARGE_INTESTINE,Nutlin-3,-1,8,4.916232,0.0804
12147,LS123_LARGE_INTESTINE,PD-0332991 ,-1,8,5.334766,0
14120,LS123_LARGE_INTESTINE,PHA-665752,-1,8,0.176866,0.2806
19111,LS123_LARGE_INTESTINE,Sorafenib,-1,8,-2.939512,0.1955
1900,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.29519618,0.61079699,-61.16103,3.2781
2109,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,0.111463,0.24403888,-63.594601,2.8798
14119,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,-1,0.41475599,-71.64431,2.432
18187,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.00809096,0.01525946,-83.92984,4.8948
20112,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,0.77489077,-66.405457,1.1561
23138,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.972022,0.94170368,-95.162819,2.64
6204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,2.12759781,1.01014376,-87.714157,2.5387
7146,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,1.49301432,-72.253731,1.3427
9116,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,1.77938512,-74.329231,1.8908
2193,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,1.4687517,-83.985069,2.6661
375,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,-1,8,19.739754,0.4225
5134,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,18.668905,0
8146,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,16.162878,0.3876
15172,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,15.327436,0.6193
16168,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,43.311859,0.3489
19110,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,-1,8,17.600903,1.0413
1801,LOXIMVI_SKIN,17-AAG,0.18625447,0.18541798,-95.396378,4.0766
492,LOXIMVI_SKIN,AZD6244,0.17217717,0.58970171,-51.724682,2.4416
15170,LOXIMVI_SKIN,Paclitaxel,30,0.00456839,-70.799385,4.9676
16163,LOXIMVI_SKIN,Panobinostat,0.06835548,0.06942247,-97.120781,4.405
2189,LOXIMVI_SKIN,Topotecan,0.10522493,0.11007609,-95.536362,4.1702
10106,LOXIMVI_SKIN,PD-0325901,8.92361215,1.00267649,-80.067116,2.7549
19109,LOXIMVI_SKIN,TAE684,5.0782814,4.30087042,-93.293907,1.1578
2108,LOXIMVI_SKIN,AEW541,8.67888033,8,-30.046995,0.4342
5133,LOXIMVI_SKIN,Erlotinib,-1,8,0.875269,0.0998
6203,LOXIMVI_SKIN,L-685458,-1,8,-0.030333,0.054
8145,LOXIMVI_SKIN,Lapatinib,-1,8,0.002366,0.0391
11171,LOXIMVI_SKIN,PD-0332991 ,-1,8,2.820633,0.0242
6201,LOUNH91_LUNG,Irinotecan,0.0410874,0.07667579,-85.357719,3.9008
17195,LOUNH91_LUNG,Paclitaxel,0.00831768,0.00685834,-88.3787,6.1409
18186,LOUNH91_LUNG,Panobinostat,0.13809225,0.18238114,-94.436256,3.4407
2191,LOUNH91_LUNG,TAE684,2.28841496,2.27993035,-96.233353,1.7266
23136,LOUNH91_LUNG,Topotecan,0.35552746,0.46638501,-88.594719,2.8967
2281,LOUNH91_LUNG,TKI258,-1,8,-49.876259,1.1322
7145,LOUNH91_LUNG,L-685458,-1,8,11.383138,0.1343
9115,LOUNH91_LUNG,Lapatinib,-1,8,1.887333,0.1664
11170,LOUNH91_LUNG,Nutlin-3,-1,8,20.91012,0.0835
12145,LOUNH91_LUNG,PD-0325901,-1,8,9.289196,0.0053
13129,LOUNH91_LUNG,PD-0332991 ,-1,8,15.462858,0
15169,LOUNH91_LUNG,PHA-665752,-1,8,-0.169696,0.0484
1807,LN229_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.04671947,0.06116738,-75.609993,4.0027
16166,LN229_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01707986,0.0151991,-91.694717,5.688
17194,LN229_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.06169063,0.07781612,-94.012413,3.9247
20110,LN229_CENTRAL_NERVOUS_SYSTEM,TAE684,1.9946264,2.83311272,-67.676163,1.6332
2275,LN229_CENTRAL_NERVOUS_SYSTEM,Topotecan,8.64501736,3.16231704,-73.820114,1.7406
7143,LN229_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,-4.006002,0.2781
14117,LN229_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-3.629781,0.161
15167,LN229_CENTRAL_NERVOUS_SYSTEM,PLX4720,-1,8,-2.550528,0.1665
9114,LN229_CENTRAL_NERVOUS_SYSTEM,Nilotinib,8.69467612,6.40121698,-71.80191,0.7352
6202,LN229_CENTRAL_NERVOUS_SYSTEM,L-685458,7.50185108,8,-32.335526,0.343
8144,LN229_CENTRAL_NERVOUS_SYSTEM,Lapatinib,2.28380489,8,-26.731909,0.3739
